file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_22006485,2.0s,2,,,可惜不能玩空拍机,,,,,,,,,,
common_voice_zh-TW_22006511,2.0s,2,,,改善网路报税软体,,,,,,,,,,
common_voice_zh-TW_22006582,2.0s,2,,,除了文旦还有种白柚,,,,,,,,,,
common_voice_zh-TW_22006638,2.0s,2,,,例如抓漏的这八十位师傅,,,,,,,,,,
common_voice_zh-TW_22006677,2.0s,3,,,咖啡牛奶听起来，应该本体是牛奶,,,,,,,,,,
common_voice_zh-TW_22006733,2.0s,3,,,提醒检查一下流理台底下,,,,,,,,,,
common_voice_zh-TW_22006734,2.0s,2,,,与她的理念一拍即合,,,,,,,,,,
common_voice_zh-TW_22006760,2.0s,3,,,中天大量报导韩国瑜后,,,,,,,,,,
common_voice_zh-TW_22006784,2.0s,3,,,乌龙茶加奶就来得有尾韵,,,,,,,,,,
common_voice_zh-TW_22006803,2.0s,2,,,健保统计资料,,,,,,,,,,
common_voice_zh-TW_22006841,2.0s,2,,,平常干话很多的,,,,,,,,,,
common_voice_zh-TW_22007031,2.0s,3,,,地价税、房屋税减半征收两年,,,,,,,,,,
common_voice_zh-TW_22007511,2.0s,2,,,较为抽象,,,,,,,,,,
common_voice_zh-TW_22007512,2.0s,3,,,都是一以贯之的虚实相生,,,,,,,,,,
common_voice_zh-TW_22007696,2.0s,2,,,西方古代的童谣,,,,,,,,,,
common_voice_zh-TW_22008795,2.0s,2,,,自己无权可授的句子,,,,,,,,,,
common_voice_zh-TW_22008834,2.0s,2,,,不是真皮的就是有这个坏处！,,,,,,,,,,
common_voice_zh-TW_22008856,2.0s,2,,,也可以将自己的手机条码印出来,,,,,,,,,,
common_voice_zh-TW_22008886,2.0s,2,,,这世界充满了正义与邪恶,,,,,,,,,,
common_voice_zh-TW_22010042,2.0s,3,,,则是一种完全不同的取向,,,,,,,,,,
common_voice_zh-TW_22010177,2.0s,3,,,请允许本人每次列席,,,,,,,,,,
common_voice_zh-TW_22011832,2.0s,2,,,地上本没有路,,,,,,,,,,
common_voice_zh-TW_22013288,2.0s,3,,,真的会被拿去其他地方用,,,,,,,,,,
common_voice_zh-TW_22019228,2.0s,4,,,有时设计者会自然预设使用者是右撇子,,,,,,,,,,
common_voice_zh-TW_22019306,2.0s,3,,,跨性别女性的部分脑部构造,,,,,,,,,,
common_voice_zh-TW_22019565,2.0s,3,,,老师傅们只是逐渐凋零,,,,,,,,,,
common_voice_zh-TW_22019614,2.0s,3,,,假如是以功能为取向,,,,,,,,,,
common_voice_zh-TW_22020196,2.0s,4,,,在欧亚板块与菲律宾海板块的相互碰撞中,,,,,,,,,,
common_voice_zh-TW_22020199,2.0s,3,,,疑！可以用这么长,,,,,,,,,,
common_voice_zh-TW_22020230,2.0s,3,,,当时老师提及,,,,,,,,,,
common_voice_zh-TW_22020300,2.0s,3,,,强迫开放、引进新东西的话,,,,,,,,,,
common_voice_zh-TW_22020562,2.0s,2,,,你今天录音了吗？,,,,,,,,,,
common_voice_zh-TW_22056728,2.0s,2,,,不然就都没说,,,,,,,,,,
common_voice_zh-TW_22057287,2.0s,3,,,加了一盎司咖啡的一杯牛奶,,,,,,,,,,
common_voice_zh-TW_22057326,2.0s,2,,,我去买面包,,,,,,,,,,
common_voice_zh-TW_22057356,2.0s,3,,,我无法动弹，四周黑漆漆的,,,,,,,,,,
common_voice_zh-TW_22078883,2.0s,2,,,此事件发生于今年三月,,,,,,,,,,
common_voice_zh-TW_22078919,2.0s,2,,,日本北海道拉面台湾分店,,,,,,,,,,
common_voice_zh-TW_22078983,2.0s,3,,,买房屋头期款是男人负责出钱吗？,,,,,,,,,,
common_voice_zh-TW_22079030,2.0s,2,,,信托费用应由参与者自行负担,,,,,,,,,,
common_voice_zh-TW_22079082,2.0s,2,,,是台湾多地震的主因,,,,,,,,,,
common_voice_zh-TW_22079118,2.0s,2,,,中华人民共和国是美好的世界,,,,,,,,,,
common_voice_zh-TW_22079231,2.0s,2,,,和各种宗教一起说谎,,,,,,,,,,
common_voice_zh-TW_22079269,2.0s,2,,,好像很符合他一直很低调的行事风格,,,,,,,,,,
common_voice_zh-TW_22079324,2.0s,2,,,再经加工即可制成梅酱、梅干,,,,,,,,,,
common_voice_zh-TW_22079482,2.0s,2,,,民主在未来会长成什么样子？,,,,,,,,,,
common_voice_zh-TW_22108474,2.0s,2,,,一定要配温开水,,,,,,,,,,
common_voice_zh-TW_22108480,2.0s,3,,,斯腾伯格的爱情三角理论,,,,,,,,,,
common_voice_zh-TW_22108660,2.0s,3,,,结论先说在前面：是假的,,,,,,,,,,
common_voice_zh-TW_22108726,2.0s,3,,,这样可以跑马拉松赛吗？,,,,,,,,,,
common_voice_zh-TW_22108983,2.0s,2,,,我没有好好考虑过,,,,,,,,,,
common_voice_zh-TW_22109049,2.0s,3,,,我轻轻地来一如我轻轻的走,,,,,,,,,,
common_voice_zh-TW_22109155,2.0s,3,,,机器才能深度学习,,,,,,,,,,
common_voice_zh-TW_22118723,2.0s,2,,,就转传给真的假的吧,,,,,,,,,,
common_voice_zh-TW_22118829,2.0s,3,,,和肚子里有没有食物没有关系,,,,,,,,,,
common_voice_zh-TW_22119384,2.0s,3,,,让水果出得去，猪瘟进不来,,,,,,,,,,
common_voice_zh-TW_22119435,2.0s,2,,,四百万年以来,,,,,,,,,,
common_voice_zh-TW_22119513,2.0s,3,,,就不同方案作利弊得失的分析,,,,,,,,,,
common_voice_zh-TW_22119524,2.0s,2,,,是否滥用垄断的地位,,,,,,,,,,
common_voice_zh-TW_22120428,2.0s,2,,,为当地的缺漏水问题提供解方,,,,,,,,,,
common_voice_zh-TW_22120701,2.0s,3,,,只听得懂法官跟书记官说话,,,,,,,,,,
common_voice_zh-TW_22120722,2.0s,2,,,给你满满的大平台,,,,,,,,,,
common_voice_zh-TW_22120865,2.0s,3,,,通常是一些趣味新闻的片段,,,,,,,,,,
common_voice_zh-TW_22271742,2.0s,3,,,请实施者厘清,,,,,,,,,,
common_voice_zh-TW_22271770,2.0s,4,,,民间很可能都是非专业的,,,,,,,,,,
common_voice_zh-TW_22271781,2.0s,4,,,五十九点一百二十,,,,,,,,,,
common_voice_zh-TW_22288167,2.0s,3,,,处分后已调离导师职务,,,,,,,,,,
common_voice_zh-TW_22288182,2.0s,4,,,就可以节省师傅们大量的时间和精力,,,,,,,,,,
common_voice_zh-TW_22288211,2.0s,4,,,晚鸟早餐已经在用餐区准备好啰,,,,,,,,,,
common_voice_zh-TW_22288212,2.0s,3,,,让女人的家人满意,,,,,,,,,,
common_voice_zh-TW_22288243,2.0s,4,,,这片土地上的人类文明也有「断层」,,,,,,,,,,
common_voice_zh-TW_22309149,2.0s,3,,,可以用无线的耳机方式来听歌,,,,,,,,,,
common_voice_zh-TW_22309311,2.0s,3,,,全民公投至全民辩论均可,,,,,,,,,,
common_voice_zh-TW_22310995,2.0s,3,,,仍然偏重于主流语言,,,,,,,,,,
common_voice_zh-TW_22311128,2.0s,2,,,透过帮助他人来连结世界,,,,,,,,,,
common_voice_zh-TW_22311217,2.0s,2,,,询问过陈姓农友,,,,,,,,,,
common_voice_zh-TW_22323241,2.0s,3,,,每次讲这句话的时候就万试万灵,,,,,,,,,,
common_voice_zh-TW_22323283,2.0s,2,,,所以好像不能算,,,,,,,,,,
common_voice_zh-TW_22323383,2.0s,2,,,这三个月都要投入此工作,,,,,,,,,,
common_voice_zh-TW_22348012,2.0s,2,,,与全世界的朋友分享,,,,,,,,,,
common_voice_zh-TW_22348127,2.0s,2,,,且保持自己的体力,,,,,,,,,,
common_voice_zh-TW_22348310,2.0s,3,,,可允许设立符合使命之公司,,,,,,,,,,
common_voice_zh-TW_22348419,2.0s,3,,,像少女在花园里奔跑的感觉,,,,,,,,,,
common_voice_zh-TW_22348485,2.0s,2,,,我在一年内办了十四场,,,,,,,,,,
common_voice_zh-TW_22348798,2.0s,2,,,族语老师都会在绿幕前面,,,,,,,,,,
common_voice_zh-TW_22348934,2.0s,3,,,对于健康食品知识普及有极大的贡献,,,,,,,,,,
common_voice_zh-TW_22349015,2.0s,3,,,在「发生即典藏」的精神下,,,,,,,,,,
common_voice_zh-TW_22349070,2.0s,3,,,叶姓男同学并非遭同学霸凌致死,,,,,,,,,,
common_voice_zh-TW_22349073,2.0s,3,,,核弹发射密码的繁复程序,,,,,,,,,,
common_voice_zh-TW_22349186,2.0s,3,,,待下次开会再列印送交各位,,,,,,,,,,
common_voice_zh-TW_22362018,2.0s,2,,,行政院推出广告影片,,,,,,,,,,
common_voice_zh-TW_22362106,2.0s,2,,,我第一次知道铃木一朗,,,,,,,,,,
common_voice_zh-TW_22362170,2.0s,2,,,注入经营和管理专业,,,,,,,,,,
common_voice_zh-TW_22362272,2.0s,3,,,比方说「资讯管理学系」的本体是管理,,,,,,,,,,
common_voice_zh-TW_22377068,2.0s,3,,,如同公众建设的土地征收制度,,,,,,,,,,
common_voice_zh-TW_22377078,2.0s,4,,,因此当前的语音辨识技术,,,,,,,,,,
common_voice_zh-TW_22377090,2.0s,3,,,最主要的是讲求效率,,,,,,,,,,
common_voice_zh-TW_22377129,2.0s,2,,,期望至为殷切,,,,,,,,,,
common_voice_zh-TW_22377141,2.0s,2,,,绝对不是泡面,,,,,,,,,,
common_voice_zh-TW_22377148,2.0s,3,,,但味道意外地很清爽,,,,,,,,,,
common_voice_zh-TW_22416798,2.0s,2,,,让台湾走向世界,,,,,,,,,,
common_voice_zh-TW_22416851,2.0s,2,,,包括美国、日本、欧洲在内,,,,,,,,,,
common_voice_zh-TW_22416900,2.0s,2,,,推动新南向政策,,,,,,,,,,
common_voice_zh-TW_22416952,2.0s,2,,,复育语言文化,,,,,,,,,,
common_voice_zh-TW_22416996,2.0s,2,,,转型正义调查报告书,,,,,,,,,,
common_voice_zh-TW_22417080,2.0s,2,,,区域的情势快速变动,,,,,,,,,,
common_voice_zh-TW_22417097,2.0s,2,,,台湾的处境很困难,,,,,,,,,,
common_voice_zh-TW_22417378,2.0s,2,,,从真相的调查与整理出发,,,,,,,,,,
common_voice_zh-TW_22417391,2.0s,3,,,完善的托育制度始终遥遥无期,,,,,,,,,,
common_voice_zh-TW_22417443,2.0s,2,,,唯有激发新的成长动能,,,,,,,,,,
common_voice_zh-TW_22417451,2.0s,2,,,都不足以让年轻人的处境变好,,,,,,,,,,
common_voice_zh-TW_22417471,2.0s,2,,,需要我们共同承担,,,,,,,,,,
common_voice_zh-TW_22460564,2.0s,3,,,提升生活照顾,,,,,,,,,,
common_voice_zh-TW_22460573,2.0s,2,,,过去二十年,,,,,,,,,,
common_voice_zh-TW_22460583,2.0s,3,,,真相与和解委员会,,,,,,,,,,
common_voice_zh-TW_22460594,2.0s,3,,,寻求各种合作与协力的可能性,,,,,,,,,,
common_voice_zh-TW_22460600,2.0s,2,,,原住民族的小朋友,,,,,,,,,,
common_voice_zh-TW_22460664,2.0s,2,,,我们会积极参与,,,,,,,,,,
common_voice_zh-TW_22460691,2.0s,3,,,都可以在自己熟悉的社区,,,,,,,,,,
common_voice_zh-TW_22460692,2.0s,3,,,这就是新时代的意义,,,,,,,,,,
common_voice_zh-TW_22460700,2.0s,3,,,全体国民的共同奋斗,,,,,,,,,,
common_voice_zh-TW_22460705,2.0s,2,,,积极参与区域事务,,,,,,,,,,
common_voice_zh-TW_22460711,2.0s,2,,,我们更会努力,,,,,,,,,,
common_voice_zh-TW_22460714,2.0s,3,,,去捍卫民主自由的生活方式,,,,,,,,,,
common_voice_zh-TW_22460717,2.0s,2,,,我们都要做一个,,,,,,,,,,
common_voice_zh-TW_22460733,2.0s,2,,,互为表里,,,,,,,,,,
common_voice_zh-TW_22460734,2.0s,3,,,也不只是司法人的家务事,,,,,,,,,,
common_voice_zh-TW_22460736,2.0s,3,,,不安、矛盾、与对立,,,,,,,,,,
common_voice_zh-TW_22460745,2.0s,2,,,全球及区域,,,,,,,,,,
common_voice_zh-TW_22460749,2.0s,2,,,促成内部和解,,,,,,,,,,
common_voice_zh-TW_22460758,2.0s,2,,,反恐合作,,,,,,,,,,
common_voice_zh-TW_22460770,2.0s,3,,,长照体系却尚未健全,,,,,,,,,,
common_voice_zh-TW_22720139,2.0s,2,,,社会工作,,,,,,,,,,
common_voice_zh-TW_22720141,2.0s,2,,,进步与保守的对立,,,,,,,,,,
common_voice_zh-TW_22720266,2.0s,3,,,会依据中华民国宪法,,,,,,,,,,
common_voice_zh-TW_22720585,2.0s,2,,,都要清楚认识,,,,,,,,,,
common_voice_zh-TW_22720634,2.0s,3,,,产业的布局和国土的利用,,,,,,,,,,
common_voice_zh-TW_22720637,2.0s,3,,,尊严、团结、自信和公义,,,,,,,,,,
common_voice_zh-TW_22720661,2.0s,2,,,不再只是法律人的司法,,,,,,,,,,
common_voice_zh-TW_22720684,2.0s,3,,,台湾民主原则及普遍民意,,,,,,,,,,
common_voice_zh-TW_22720773,2.0s,2,,,和平的坚定维护者,,,,,,,,,,
common_voice_zh-TW_22720813,2.0s,2,,,是善尽地球公民的责任,,,,,,,,,,
common_voice_zh-TW_22720828,2.0s,2,,,我们将会把系统建立起来,,,,,,,,,,
common_voice_zh-TW_22720845,2.0s,2,,,科技、文化与经贸,,,,,,,,,,
common_voice_zh-TW_22720893,2.0s,3,,,以及政治意识之间的对立,,,,,,,,,,
common_voice_zh-TW_22720956,2.0s,2,,,追求转型正义的目标,,,,,,,,,,
common_voice_zh-TW_22724356,2.0s,2,,,我们国家的财政并不乐观,,,,,,,,,,
common_voice_zh-TW_22724401,2.0s,3,,,多元、平等、开放、透明,,,,,,,,,,
common_voice_zh-TW_22724440,2.0s,2,,,无论是劳工还是公务员,,,,,,,,,,
common_voice_zh-TW_22724445,2.0s,2,,,台湾会积极参与,,,,,,,,,,
common_voice_zh-TW_22724514,2.0s,3,,,与友好民主国家的关系,,,,,,,,,,
common_voice_zh-TW_22724526,2.0s,3,,,让所有台湾人都记取错误,,,,,,,,,,
common_voice_zh-TW_22765224,2.0s,3,,,作为核发查询码的身分辨识,,,,,,,,,,
common_voice_zh-TW_22765235,2.0s,3,,,技术团队先不看合约的问题,,,,,,,,,,
common_voice_zh-TW_22765239,2.0s,2,,,政府有一些限制,,,,,,,,,,
common_voice_zh-TW_22765251,2.0s,2,,,为什么考虑离线版？,,,,,,,,,,
common_voice_zh-TW_22765284,2.0s,2,,,赋税署及五区国税局,,,,,,,,,,
common_voice_zh-TW_22765308,2.0s,2,,,玉山还有爱玉冰,,,,,,,,,,
common_voice_zh-TW_22765345,2.0s,2,,,依工作小组时程,,,,,,,,,,
common_voice_zh-TW_22765404,2.0s,3,,,不会影响到他们的压力测试,,,,,,,,,,
common_voice_zh-TW_22765411,2.0s,2,,,每逢佳节贝多芬,,,,,,,,,,
common_voice_zh-TW_22766539,2.0s,3,,,精诚所至金瓜石,,,,,,,,,,
common_voice_zh-TW_22766609,2.0s,3,,,当局者迷克夏,,,,,,,,,,
common_voice_zh-TW_22766610,2.0s,2,,,第一个是行动版的合约,,,,,,,,,,
common_voice_zh-TW_22766636,2.0s,2,,,塞翁之意不在马,,,,,,,,,,
common_voice_zh-TW_22771153,2.0s,2,,,整个讨论的成果丶议题,,,,,,,,,,
common_voice_zh-TW_22771174,2.0s,2,,,有朋自远方来，没带名产,,,,,,,,,,
common_voice_zh-TW_22771175,2.0s,2,,,阿里巴巴与四十四只石狮子,,,,,,,,,,
common_voice_zh-TW_22771177,2.0s,2,,,只有好比像千分之三的人来,,,,,,,,,,
common_voice_zh-TW_22771179,2.0s,3,,,若君不带卫生纸，莫非汝是用手指,,,,,,,,,,
common_voice_zh-TW_22771191,2.0s,2,,,于一百零六年七月起,,,,,,,,,,
common_voice_zh-TW_22771202,2.0s,3,,,垂死病中惊坐起，月薪只有两万一,,,,,,,,,,
common_voice_zh-TW_22771204,2.0s,2,,,不仅是综所税申报而已,,,,,,,,,,
common_voice_zh-TW_22771205,2.0s,2,,,新冠人，归西千万人,,,,,,,,,,
common_voice_zh-TW_22771206,2.0s,2,,,要改的事太多了，那就改天吧,,,,,,,,,,
common_voice_zh-TW_22771212,2.0s,2,,,天下无难事，只要肯放弃,,,,,,,,,,
common_voice_zh-TW_22771217,2.0s,2,,,耍废一时爽，期末火葬场,,,,,,,,,,
common_voice_zh-TW_22771218,2.0s,3,,,我爱你，就像你妈打你一样，不讲道理,,,,,,,,,,
common_voice_zh-TW_22771219,2.0s,2,,,若要人不知，除非挤墨汁,,,,,,,,,,
common_voice_zh-TW_22771286,2.0s,2,,,雄辩是银，沉默是今晚的康桥,,,,,,,,,,
common_voice_zh-TW_22771287,2.0s,2,,,因为母鲨大，所以公鲨小,,,,,,,,,,
common_voice_zh-TW_22771295,2.0s,3,,,忍一时风平浪静，退一步掉进水沟,,,,,,,,,,
common_voice_zh-TW_22771303,2.0s,2,,,一定iPad温开水,,,,,,,,,,
common_voice_zh-TW_22771421,2.0s,2,,,一滴治病，两滴救命，三滴要你命,,,,,,,,,,
common_voice_zh-TW_22773649,2.0s,3,,,芋头西米露，红烧狮子头,,,,,,,,,,
common_voice_zh-TW_22773651,2.0s,2,,,不去米兰去宜兰,,,,,,,,,,
common_voice_zh-TW_22773672,2.0s,3,,,少小离家老大回，强制隔离十四天,,,,,,,,,,
common_voice_zh-TW_22773688,2.0s,3,,,借问酒家何处有，有心栽花花生汤,,,,,,,,,,
common_voice_zh-TW_22773697,2.0s,3,,,我很丑比头，可是我很温柔,,,,,,,,,,
common_voice_zh-TW_22773709,2.0s,2,,,透过每年检讨机制,,,,,,,,,,
common_voice_zh-TW_22773710,2.0s,2,,,就是因为资安考量,,,,,,,,,,
common_voice_zh-TW_22773712,2.0s,2,,,鸠占雀巢柠檬茶,,,,,,,,,,
common_voice_zh-TW_22773724,2.0s,2,,,芋头西米露，更上一层楼,,,,,,,,,,
common_voice_zh-TW_22773725,2.0s,3,,,可能就会认为我们讲得不够白话,,,,,,,,,,
common_voice_zh-TW_22773726,2.0s,2,,,这一次政府跟外界合作,,,,,,,,,,
common_voice_zh-TW_22773728,2.0s,3,,,天若有情天亦老，谁来陪我吃烧烤,,,,,,,,,,
common_voice_zh-TW_22773731,2.0s,2,,,沟通研议修正内容,,,,,,,,,,
common_voice_zh-TW_22773735,2.0s,2,,,他们都是专业人士,,,,,,,,,,
common_voice_zh-TW_22783244,2.0s,2,,,这不是单一方面就可以解决,,,,,,,,,,
common_voice_zh-TW_22786777,2.0s,2,,,不断在改进当中,,,,,,,,,,
common_voice_zh-TW_22786781,2.0s,3,,,赠与税网路申报软体,,,,,,,,,,
common_voice_zh-TW_22786848,2.0s,3,,,营所税是营利事业,,,,,,,,,,
common_voice_zh-TW_22786849,2.0s,2,,,首报族等二十人,,,,,,,,,,
common_voice_zh-TW_22786851,2.0s,3,,,综合所得税结算申报,,,,,,,,,,
common_voice_zh-TW_22786853,2.0s,3,,,设计师只是调整字体大小,,,,,,,,,,
common_voice_zh-TW_22786863,2.0s,2,,,邀集使用者代表,,,,,,,,,,
common_voice_zh-TW_22786868,2.0s,3,,,冤冤相报何时了，往事知多少,,,,,,,,,,
common_voice_zh-TW_22787039,2.0s,3,,,鸠占鹊巢柠檬茶,,,,,,,,,,
common_voice_zh-TW_22787227,2.0s,2,,,进行参与式工作坊,,,,,,,,,,
common_voice_zh-TW_22787246,2.0s,3,,,大雪纷飞何所似，请用海伦仙度斯,,,,,,,,,,
common_voice_zh-TW_22787339,2.0s,2,,,我发现那个护士蛮厉害的,,,,,,,,,,
common_voice_zh-TW_22787491,2.0s,2,,,一见钟情，二见倾心，三件八五折,,,,,,,,,,
common_voice_zh-TW_22787557,2.0s,3,,,有新开花花伯恩、无心插柳柳英九,,,,,,,,,,
common_voice_zh-TW_22787705,2.0s,2,,,目前先将满意度的部分,,,,,,,,,,
common_voice_zh-TW_22787719,2.0s,2,,,国税局服务科,,,,,,,,,,
common_voice_zh-TW_22787753,2.0s,3,,,少小离家老大回，安能辨我是雄雌,,,,,,,,,,
common_voice_zh-TW_22787822,2.0s,3,,,垂死病中惊坐起，笑问客从何处来,,,,,,,,,,
common_voice_zh-TW_22787855,2.0s,2,,,就如下列的期程,,,,,,,,,,
common_voice_zh-TW_22787871,2.0s,3,,,为赋新辞强说愁，不然名嘴没事做,,,,,,,,,,
common_voice_zh-TW_22788653,2.0s,3,,,明知山有虎，别去明知山,,,,,,,,,,
common_voice_zh-TW_22788660,2.0s,4,,,大风起兮云飞扬，安德鲁洛伊韦伯,,,,,,,,,,
common_voice_zh-TW_22788670,2.0s,2,,,圣诞老公公，穿著内裤乱跑,,,,,,,,,,
common_voice_zh-TW_22788681,2.0s,2,,,这个案子,,,,,,,,,,
common_voice_zh-TW_22788770,2.0s,2,,,床前明月光，低头吃便当,,,,,,,,,,
common_voice_zh-TW_22788812,2.0s,2,,,慈母手中线，波多野结衣,,,,,,,,,,
common_voice_zh-TW_22788852,2.0s,2,,,一见钟情，二见倾心，三件七五折,,,,,,,,,,
common_voice_zh-TW_22789242,2.0s,3,,,邀请部落客参与两次作业,,,,,,,,,,
common_voice_zh-TW_22789279,2.0s,3,,,学钢琴的孩子不会变坏，学坏的孩子会变钢琴,,,,,,,,,,
common_voice_zh-TW_22789295,2.0s,2,,,孤帆远影碧山近,,,,,,,,,,
common_voice_zh-TW_22789299,2.0s,2,,,参考大厂设计,,,,,,,,,,
common_voice_zh-TW_22789305,2.0s,4,,,白日依山尽，红烧狮子头，芋头西米露，姜丝大肠头,,,,,,,,,,
common_voice_zh-TW_22789314,2.0s,2,,,例如营所税、遗产税、赠与税,,,,,,,,,,
common_voice_zh-TW_22927699,2.0s,2,,,其实每一年都有精进,,,,,,,,,,
common_voice_zh-TW_22927758,2.0s,2,,,这样意义好像满小的,,,,,,,,,,
common_voice_zh-TW_22927783,2.0s,4,,,养天地正气炸锅，烹饪法古今完人,,,,,,,,,,
common_voice_zh-TW_22963180,2.0s,2,,,磨刀霍霍向爹娘,,,,,,,,,,
common_voice_zh-TW_22963189,2.0s,3,,,古道西风瘦马，断肠卡纳赫拉,,,,,,,,,,
common_voice_zh-TW_22963234,2.0s,3,,,天上的星星不说话，地上的猩猩跳恰恰,,,,,,,,,,
common_voice_zh-TW_22963251,2.0s,2,,,罗密欧与十三姨,,,,,,,,,,
common_voice_zh-TW_22963274,2.0s,3,,,只准官员二奶，不准百姓嫖娼,,,,,,,,,,
common_voice_zh-TW_22963296,2.0s,2,,,会纳入工作坊的研讨议题,,,,,,,,,,
common_voice_zh-TW_22963351,2.0s,4,,,儿孙自有儿孙福，螺丝自有罗斯福,,,,,,,,,,
common_voice_zh-TW_22963353,2.0s,2,,,南无战斗陀螺,,,,,,,,,,
common_voice_zh-TW_22964661,2.0s,3,,,对于惯用的专用名词也不是很清楚,,,,,,,,,,
common_voice_zh-TW_23149411,2.0s,2,,,搜集有效、可行建议,,,,,,,,,,
common_voice_zh-TW_23149429,2.0s,2,,,丁丁做事叮叮当，麦当做事麦当当,,,,,,,,,,
common_voice_zh-TW_23149446,2.0s,2,,,一人做事一人当，小叮做事小叮当,,,,,,,,,,
common_voice_zh-TW_23149457,2.0s,2,,,刚刚被告白了，恭喜刚刚,,,,,,,,,,
common_voice_zh-TW_23152266,2.0s,3,,,小桥流水人家，老树企鹅乌鸦,,,,,,,,,,
common_voice_zh-TW_23152328,2.0s,3,,,有心插花花惹发，无心插柳柳橙汁,,,,,,,,,,
common_voice_zh-TW_23152454,2.0s,2,,,一人做事一人当，薏仁做事薏仁汤,,,,,,,,,,
common_voice_zh-TW_23152505,2.0s,3,,,一人做事一人担，贞子做事甄子丹,,,,,,,,,,
common_voice_zh-TW_23152529,2.0s,2,,,整个规划跟运作的时程,,,,,,,,,,
common_voice_zh-TW_23153332,2.0s,3,,,观棋不语真君子，起手无回转寿司,,,,,,,,,,
common_voice_zh-TW_23153334,2.0s,2,,,透过工作小组运作,,,,,,,,,,
common_voice_zh-TW_23153845,2.0s,3,,,九层塔滑汤洒汤烫塔,,,,,,,,,,
common_voice_zh-TW_24477479,2.0s,2,,,西厂指的是西德模式,,,,,,,,,,
common_voice_zh-TW_24477499,2.0s,2,,,到底那篇文章作者是谁？,,,,,,,,,,
common_voice_zh-TW_24477678,2.0s,2,,,冲突升高,,,,,,,,,,
common_voice_zh-TW_24477683,2.0s,2,,,汀州路三段,,,,,,,,,,
common_voice_zh-TW_24477696,2.0s,2,,,广传诡异资讯,,,,,,,,,,
common_voice_zh-TW_24477759,2.0s,3,,,在台湾早被骂到臭头,,,,,,,,,,
common_voice_zh-TW_24477793,2.0s,2,,,肉！很多肉！,,,,,,,,,,
common_voice_zh-TW_24477808,2.0s,2,,,都很喜欢拿这当案例,,,,,,,,,,
common_voice_zh-TW_24477821,2.0s,2,,,就都转成中文了,,,,,,,,,,
common_voice_zh-TW_24477888,2.0s,2,,,清廉的官员不会收贿,,,,,,,,,,
common_voice_zh-TW_24477926,2.0s,2,,,撞见不恰当的设计,,,,,,,,,,
common_voice_zh-TW_24477952,2.0s,2,,,南厂指的是南非模式,,,,,,,,,,
common_voice_zh-TW_24477969,2.0s,2,,,人与人之间的信任,,,,,,,,,,
common_voice_zh-TW_24477976,2.0s,2,,,最近减少去香港吧！,,,,,,,,,,
common_voice_zh-TW_24477980,2.0s,3,,,我决定每天都要来泡温泉,,,,,,,,,,
common_voice_zh-TW_24477983,2.0s,2,,,已拉下很久了,,,,,,,,,,
common_voice_zh-TW_24478013,2.0s,2,,,高层在西方,,,,,,,,,,
common_voice_zh-TW_24478014,2.0s,2,,,刚刚在推特上,,,,,,,,,,
common_voice_zh-TW_24478020,2.0s,2,,,大家爱转传,,,,,,,,,,
common_voice_zh-TW_24478115,2.0s,2,,,看到这篇才想到这个问题,,,,,,,,,,
common_voice_zh-TW_24478184,2.0s,2,,,好像也没法靠邮轮就是,,,,,,,,,,
common_voice_zh-TW_24478244,2.0s,2,,,新加坡是不是就没有春天了,,,,,,,,,,
common_voice_zh-TW_24478250,2.0s,2,,,你想跟中共签协议吗？,,,,,,,,,,
common_voice_zh-TW_24478270,2.0s,2,,,有超过五千人的企业用吗？,,,,,,,,,,
common_voice_zh-TW_24478273,2.0s,2,,,假议题应该有新闻热度,,,,,,,,,,
common_voice_zh-TW_24478288,2.0s,2,,,最无法接受的是真人版,,,,,,,,,,
common_voice_zh-TW_24478296,2.0s,3,,,撕面包沾无花果酱来吃,,,,,,,,,,
common_voice_zh-TW_24478304,2.0s,2,,,拦下一艘载满牲畜的船,,,,,,,,,,
common_voice_zh-TW_24478394,2.0s,2,,,办个大吃大喝的大食祭,,,,,,,,,,
common_voice_zh-TW_24479842,2.0s,2,,,笔写语气叫笔吻,,,,,,,,,,
common_voice_zh-TW_24479853,2.0s,2,,,很容易碎成小小块的,,,,,,,,,,
common_voice_zh-TW_24495044,2.0s,2,,,他们一起落入了情绪的旋涡,,,,,,,,,,
common_voice_zh-TW_24495047,2.0s,3,,,标示成马铃薯才是整颗切片,,,,,,,,,,
common_voice_zh-TW_24495060,2.0s,2,,,台风低层在吕宋岛东方,,,,,,,,,,
common_voice_zh-TW_24495068,2.0s,2,,,中华民国剩下的领土,,,,,,,,,,
common_voice_zh-TW_24506381,2.0s,2,,,到底为什么会这样想呢？,,,,,,,,,,
common_voice_zh-TW_24506432,2.0s,2,,,凶屁凶,,,,,,,,,,
common_voice_zh-TW_24524950,2.0s,2,,,这个好像可以来做,,,,,,,,,,
common_voice_zh-TW_24524972,2.0s,3,,,聊斋志异里鬼狐仙侠的故事,,,,,,,,,,
common_voice_zh-TW_24525003,2.0s,2,,,所以会变得很难喝,,,,,,,,,,
