file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_22006485,0.5s,8,,,可惜不能玩空拍机,,,,,,,,,,
common_voice_zh-TW_22006511,0.5s,7,,,改善网路报税软体,,,,,,,,,,
common_voice_zh-TW_22006582,0.5s,7,,,除了文旦还有种白柚,,,,,,,,,,
common_voice_zh-TW_22006638,0.5s,8,,,例如抓漏的这八十位师傅,,,,,,,,,,
common_voice_zh-TW_22006677,0.5s,9,,,咖啡牛奶听起来，应该本体是牛奶,,,,,,,,,,
common_voice_zh-TW_22006733,0.5s,9,,,提醒检查一下流理台底下,,,,,,,,,,
common_voice_zh-TW_22006734,0.5s,8,,,与她的理念一拍即合,,,,,,,,,,
common_voice_zh-TW_22006760,0.5s,10,,,中天大量报导韩国瑜后,,,,,,,,,,
common_voice_zh-TW_22006784,0.5s,9,,,乌龙茶加奶就来得有尾韵,,,,,,,,,,
common_voice_zh-TW_22006803,0.5s,6,,,健保统计资料,,,,,,,,,,
common_voice_zh-TW_22006841,0.5s,8,,,平常干话很多的,,,,,,,,,,
common_voice_zh-TW_22007031,0.5s,9,,,地价税、房屋税减半征收两年,,,,,,,,,,
common_voice_zh-TW_22007511,0.5s,7,,,较为抽象,,,,,,,,,,
common_voice_zh-TW_22007512,0.5s,9,,,都是一以贯之的虚实相生,,,,,,,,,,
common_voice_zh-TW_22007696,0.5s,8,,,西方古代的童谣,,,,,,,,,,
common_voice_zh-TW_22008795,0.5s,7,,,自己无权可授的句子,,,,,,,,,,
common_voice_zh-TW_22008834,0.5s,7,,,不是真皮的就是有这个坏处！,,,,,,,,,,
common_voice_zh-TW_22008856,0.5s,7,,,也可以将自己的手机条码印出来,,,,,,,,,,
common_voice_zh-TW_22008886,0.5s,7,,,这世界充满了正义与邪恶,,,,,,,,,,
common_voice_zh-TW_22010042,0.5s,9,,,则是一种完全不同的取向,,,,,,,,,,
common_voice_zh-TW_22010177,0.5s,9,,,请允许本人每次列席,,,,,,,,,,
common_voice_zh-TW_22011832,0.5s,7,,,地上本没有路,,,,,,,,,,
common_voice_zh-TW_22013288,0.5s,9,,,真的会被拿去其他地方用,,,,,,,,,,
common_voice_zh-TW_22019228,0.5s,13,,,有时设计者会自然预设使用者是右撇子,,,,,,,,,,
common_voice_zh-TW_22019306,0.5s,11,,,跨性别女性的部分脑部构造,,,,,,,,,,
common_voice_zh-TW_22019565,0.5s,10,,,老师傅们只是逐渐凋零,,,,,,,,,,
common_voice_zh-TW_22019614,0.5s,10,,,假如是以功能为取向,,,,,,,,,,
common_voice_zh-TW_22020196,0.5s,14,,,在欧亚板块与菲律宾海板块的相互碰撞中,,,,,,,,,,
common_voice_zh-TW_22020199,0.5s,9,,,疑！可以用这么长,,,,,,,,,,
common_voice_zh-TW_22020230,0.5s,10,,,当时老师提及,,,,,,,,,,
common_voice_zh-TW_22020300,0.5s,10,,,强迫开放、引进新东西的话,,,,,,,,,,
common_voice_zh-TW_22020562,0.5s,7,,,你今天录音了吗？,,,,,,,,,,
common_voice_zh-TW_22056728,0.5s,8,,,不然就都没说,,,,,,,,,,
common_voice_zh-TW_22057287,0.5s,10,,,加了一盎司咖啡的一杯牛奶,,,,,,,,,,
common_voice_zh-TW_22057326,0.5s,7,,,我去买面包,,,,,,,,,,
common_voice_zh-TW_22057356,0.5s,11,,,我无法动弹，四周黑漆漆的,,,,,,,,,,
common_voice_zh-TW_22078883,0.5s,7,,,此事件发生于今年三月,,,,,,,,,,
common_voice_zh-TW_22078919,0.5s,7,,,日本北海道拉面台湾分店,,,,,,,,,,
common_voice_zh-TW_22078983,0.5s,9,,,买房屋头期款是男人负责出钱吗？,,,,,,,,,,
common_voice_zh-TW_22079030,0.5s,8,,,信托费用应由参与者自行负担,,,,,,,,,,
common_voice_zh-TW_22079082,0.5s,7,,,是台湾多地震的主因,,,,,,,,,,
common_voice_zh-TW_22079118,0.5s,8,,,中华人民共和国是美好的世界,,,,,,,,,,
common_voice_zh-TW_22079231,0.5s,7,,,和各种宗教一起说谎,,,,,,,,,,
common_voice_zh-TW_22079269,0.5s,8,,,好像很符合他一直很低调的行事风格,,,,,,,,,,
common_voice_zh-TW_22079324,0.5s,8,,,再经加工即可制成梅酱、梅干,,,,,,,,,,
common_voice_zh-TW_22079482,0.5s,7,,,民主在未来会长成什么样子？,,,,,,,,,,
common_voice_zh-TW_22108474,0.5s,7,,,一定要配温开水,,,,,,,,,,
common_voice_zh-TW_22108480,0.5s,9,,,斯腾伯格的爱情三角理论,,,,,,,,,,
common_voice_zh-TW_22108660,0.5s,10,,,结论先说在前面：是假的,,,,,,,,,,
common_voice_zh-TW_22108726,0.5s,9,,,这样可以跑马拉松赛吗？,,,,,,,,,,
common_voice_zh-TW_22108983,0.5s,8,,,我没有好好考虑过,,,,,,,,,,
common_voice_zh-TW_22109049,0.5s,11,,,我轻轻地来一如我轻轻的走,,,,,,,,,,
common_voice_zh-TW_22109155,0.5s,9,,,机器才能深度学习,,,,,,,,,,
common_voice_zh-TW_22118723,0.5s,8,,,就转传给真的假的吧,,,,,,,,,,
common_voice_zh-TW_22118829,0.5s,11,,,和肚子里有没有食物没有关系,,,,,,,,,,
common_voice_zh-TW_22119384,0.5s,9,,,让水果出得去，猪瘟进不来,,,,,,,,,,
common_voice_zh-TW_22119435,0.5s,7,,,四百万年以来,,,,,,,,,,
common_voice_zh-TW_22119513,0.5s,10,,,就不同方案作利弊得失的分析,,,,,,,,,,
common_voice_zh-TW_22119524,0.5s,7,,,是否滥用垄断的地位,,,,,,,,,,
common_voice_zh-TW_22120428,0.5s,8,,,为当地的缺漏水问题提供解方,,,,,,,,,,
common_voice_zh-TW_22120701,0.5s,9,,,只听得懂法官跟书记官说话,,,,,,,,,,
common_voice_zh-TW_22120722,0.5s,7,,,给你满满的大平台,,,,,,,,,,
common_voice_zh-TW_22120865,0.5s,11,,,通常是一些趣味新闻的片段,,,,,,,,,,
common_voice_zh-TW_22271742,0.5s,10,,,请实施者厘清,,,,,,,,,,
common_voice_zh-TW_22271770,0.5s,13,,,民间很可能都是非专业的,,,,,,,,,,
common_voice_zh-TW_22271781,0.5s,13,,,五十九点一百二十,,,,,,,,,,
common_voice_zh-TW_22288167,0.5s,12,,,处分后已调离导师职务,,,,,,,,,,
common_voice_zh-TW_22288182,0.5s,14,,,就可以节省师傅们大量的时间和精力,,,,,,,,,,
common_voice_zh-TW_22288211,0.5s,14,,,晚鸟早餐已经在用餐区准备好啰,,,,,,,,,,
common_voice_zh-TW_22288212,0.5s,10,,,让女人的家人满意,,,,,,,,,,
common_voice_zh-TW_22288243,0.5s,13,,,这片土地上的人类文明也有「断层」,,,,,,,,,,
common_voice_zh-TW_22309149,0.5s,10,,,可以用无线的耳机方式来听歌,,,,,,,,,,
common_voice_zh-TW_22309311,0.5s,10,,,全民公投至全民辩论均可,,,,,,,,,,
common_voice_zh-TW_22310995,0.5s,9,,,仍然偏重于主流语言,,,,,,,,,,
common_voice_zh-TW_22311128,0.5s,8,,,透过帮助他人来连结世界,,,,,,,,,,
common_voice_zh-TW_22311217,0.5s,8,,,询问过陈姓农友,,,,,,,,,,
common_voice_zh-TW_22323241,0.5s,9,,,每次讲这句话的时候就万试万灵,,,,,,,,,,
common_voice_zh-TW_22323283,0.5s,7,,,所以好像不能算,,,,,,,,,,
common_voice_zh-TW_22323383,0.5s,8,,,这三个月都要投入此工作,,,,,,,,,,
common_voice_zh-TW_22348012,0.5s,7,,,与全世界的朋友分享,,,,,,,,,,
common_voice_zh-TW_22348127,0.5s,7,,,且保持自己的体力,,,,,,,,,,
common_voice_zh-TW_22348310,0.5s,10,,,可允许设立符合使命之公司,,,,,,,,,,
common_voice_zh-TW_22348419,0.5s,9,,,像少女在花园里奔跑的感觉,,,,,,,,,,
common_voice_zh-TW_22348485,0.5s,8,,,我在一年内办了十四场,,,,,,,,,,
common_voice_zh-TW_22348798,0.5s,8,,,族语老师都会在绿幕前面,,,,,,,,,,
common_voice_zh-TW_22348934,0.5s,11,,,对于健康食品知识普及有极大的贡献,,,,,,,,,,
common_voice_zh-TW_22349015,0.5s,10,,,在「发生即典藏」的精神下,,,,,,,,,,
common_voice_zh-TW_22349070,0.5s,12,,,叶姓男同学并非遭同学霸凌致死,,,,,,,,,,
common_voice_zh-TW_22349073,0.5s,9,,,核弹发射密码的繁复程序,,,,,,,,,,
common_voice_zh-TW_22349186,0.5s,10,,,待下次开会再列印送交各位,,,,,,,,,,
common_voice_zh-TW_22362018,0.5s,7,,,行政院推出广告影片,,,,,,,,,,
common_voice_zh-TW_22362106,0.5s,7,,,我第一次知道铃木一朗,,,,,,,,,,
common_voice_zh-TW_22362170,0.5s,8,,,注入经营和管理专业,,,,,,,,,,
common_voice_zh-TW_22362272,0.5s,11,,,比方说「资讯管理学系」的本体是管理,,,,,,,,,,
common_voice_zh-TW_22377068,0.5s,11,,,如同公众建设的土地征收制度,,,,,,,,,,
common_voice_zh-TW_22377078,0.5s,13,,,因此当前的语音辨识技术,,,,,,,,,,
common_voice_zh-TW_22377090,0.5s,10,,,最主要的是讲求效率,,,,,,,,,,
common_voice_zh-TW_22377129,0.5s,8,,,期望至为殷切,,,,,,,,,,
common_voice_zh-TW_22377141,0.5s,7,,,绝对不是泡面,,,,,,,,,,
common_voice_zh-TW_22377148,0.5s,11,,,但味道意外地很清爽,,,,,,,,,,
common_voice_zh-TW_22416798,0.5s,8,,,让台湾走向世界,,,,,,,,,,
common_voice_zh-TW_22416851,0.5s,8,,,包括美国、日本、欧洲在内,,,,,,,,,,
common_voice_zh-TW_22416900,0.5s,7,,,推动新南向政策,,,,,,,,,,
common_voice_zh-TW_22416952,0.5s,7,,,复育语言文化,,,,,,,,,,
common_voice_zh-TW_22416996,0.5s,7,,,转型正义调查报告书,,,,,,,,,,
common_voice_zh-TW_22417080,0.5s,8,,,区域的情势快速变动,,,,,,,,,,
common_voice_zh-TW_22417097,0.5s,7,,,台湾的处境很困难,,,,,,,,,,
common_voice_zh-TW_22417378,0.5s,8,,,从真相的调查与整理出发,,,,,,,,,,
common_voice_zh-TW_22417391,0.5s,9,,,完善的托育制度始终遥遥无期,,,,,,,,,,
common_voice_zh-TW_22417443,0.5s,7,,,唯有激发新的成长动能,,,,,,,,,,
common_voice_zh-TW_22417451,0.5s,8,,,都不足以让年轻人的处境变好,,,,,,,,,,
common_voice_zh-TW_22417471,0.5s,7,,,需要我们共同承担,,,,,,,,,,
common_voice_zh-TW_22460564,0.5s,9,,,提升生活照顾,,,,,,,,,,
common_voice_zh-TW_22460573,0.5s,7,,,过去二十年,,,,,,,,,,
common_voice_zh-TW_22460583,0.5s,9,,,真相与和解委员会,,,,,,,,,,
common_voice_zh-TW_22460594,0.5s,11,,,寻求各种合作与协力的可能性,,,,,,,,,,
common_voice_zh-TW_22460600,0.5s,8,,,原住民族的小朋友,,,,,,,,,,
common_voice_zh-TW_22460664,0.5s,8,,,我们会积极参与,,,,,,,,,,
common_voice_zh-TW_22460691,0.5s,9,,,都可以在自己熟悉的社区,,,,,,,,,,
common_voice_zh-TW_22460692,0.5s,9,,,这就是新时代的意义,,,,,,,,,,
common_voice_zh-TW_22460700,0.5s,9,,,全体国民的共同奋斗,,,,,,,,,,
common_voice_zh-TW_22460705,0.5s,8,,,积极参与区域事务,,,,,,,,,,
common_voice_zh-TW_22460711,0.5s,7,,,我们更会努力,,,,,,,,,,
common_voice_zh-TW_22460714,0.5s,10,,,去捍卫民主自由的生活方式,,,,,,,,,,
common_voice_zh-TW_22460717,0.5s,7,,,我们都要做一个,,,,,,,,,,
common_voice_zh-TW_22460733,0.5s,7,,,互为表里,,,,,,,,,,
common_voice_zh-TW_22460734,0.5s,9,,,也不只是司法人的家务事,,,,,,,,,,
common_voice_zh-TW_22460736,0.5s,9,,,不安、矛盾、与对立,,,,,,,,,,
common_voice_zh-TW_22460745,0.5s,7,,,全球及区域,,,,,,,,,,
common_voice_zh-TW_22460749,0.5s,7,,,促成内部和解,,,,,,,,,,
common_voice_zh-TW_22460758,0.5s,7,,,反恐合作,,,,,,,,,,
common_voice_zh-TW_22460770,0.5s,9,,,长照体系却尚未健全,,,,,,,,,,
common_voice_zh-TW_22720139,0.5s,7,,,社会工作,,,,,,,,,,
common_voice_zh-TW_22720141,0.5s,8,,,进步与保守的对立,,,,,,,,,,
common_voice_zh-TW_22720266,0.5s,10,,,会依据中华民国宪法,,,,,,,,,,
common_voice_zh-TW_22720585,0.5s,8,,,都要清楚认识,,,,,,,,,,
common_voice_zh-TW_22720634,0.5s,9,,,产业的布局和国土的利用,,,,,,,,,,
common_voice_zh-TW_22720637,0.5s,9,,,尊严、团结、自信和公义,,,,,,,,,,
common_voice_zh-TW_22720661,0.5s,8,,,不再只是法律人的司法,,,,,,,,,,
common_voice_zh-TW_22720684,0.5s,9,,,台湾民主原则及普遍民意,,,,,,,,,,
common_voice_zh-TW_22720773,0.5s,8,,,和平的坚定维护者,,,,,,,,,,
common_voice_zh-TW_22720813,0.5s,8,,,是善尽地球公民的责任,,,,,,,,,,
common_voice_zh-TW_22720828,0.5s,8,,,我们将会把系统建立起来,,,,,,,,,,
common_voice_zh-TW_22720845,0.5s,6,,,科技、文化与经贸,,,,,,,,,,
common_voice_zh-TW_22720893,0.5s,10,,,以及政治意识之间的对立,,,,,,,,,,
common_voice_zh-TW_22720956,0.5s,7,,,追求转型正义的目标,,,,,,,,,,
common_voice_zh-TW_22724356,0.5s,8,,,我们国家的财政并不乐观,,,,,,,,,,
common_voice_zh-TW_22724401,0.5s,10,,,多元、平等、开放、透明,,,,,,,,,,
common_voice_zh-TW_22724440,0.5s,8,,,无论是劳工还是公务员,,,,,,,,,,
common_voice_zh-TW_22724445,0.5s,7,,,台湾会积极参与,,,,,,,,,,
common_voice_zh-TW_22724514,0.5s,10,,,与友好民主国家的关系,,,,,,,,,,
common_voice_zh-TW_22724526,0.5s,10,,,让所有台湾人都记取错误,,,,,,,,,,
common_voice_zh-TW_22765224,0.5s,10,,,作为核发查询码的身分辨识,,,,,,,,,,
common_voice_zh-TW_22765235,0.5s,9,,,技术团队先不看合约的问题,,,,,,,,,,
common_voice_zh-TW_22765239,0.5s,8,,,政府有一些限制,,,,,,,,,,
common_voice_zh-TW_22765251,0.5s,7,,,为什么考虑离线版？,,,,,,,,,,
common_voice_zh-TW_22765284,0.5s,8,,,赋税署及五区国税局,,,,,,,,,,
common_voice_zh-TW_22765308,0.5s,7,,,玉山还有爱玉冰,,,,,,,,,,
common_voice_zh-TW_22765345,0.5s,8,,,依工作小组时程,,,,,,,,,,
common_voice_zh-TW_22765404,0.5s,10,,,不会影响到他们的压力测试,,,,,,,,,,
common_voice_zh-TW_22765411,0.5s,7,,,每逢佳节贝多芬,,,,,,,,,,
common_voice_zh-TW_22766539,0.5s,11,,,精诚所至金瓜石,,,,,,,,,,
common_voice_zh-TW_22766609,0.5s,10,,,当局者迷克夏,,,,,,,,,,
common_voice_zh-TW_22766610,0.5s,7,,,第一个是行动版的合约,,,,,,,,,,
common_voice_zh-TW_22766636,0.5s,8,,,塞翁之意不在马,,,,,,,,,,
common_voice_zh-TW_22771153,0.5s,7,,,整个讨论的成果丶议题,,,,,,,,,,
common_voice_zh-TW_22771174,0.5s,8,,,有朋自远方来，没带名产,,,,,,,,,,
common_voice_zh-TW_22771175,0.5s,8,,,阿里巴巴与四十四只石狮子,,,,,,,,,,
common_voice_zh-TW_22771177,0.5s,8,,,只有好比像千分之三的人来,,,,,,,,,,
common_voice_zh-TW_22771179,0.5s,9,,,若君不带卫生纸，莫非汝是用手指,,,,,,,,,,
common_voice_zh-TW_22771191,0.5s,7,,,于一百零六年七月起,,,,,,,,,,
common_voice_zh-TW_22771202,0.5s,10,,,垂死病中惊坐起，月薪只有两万一,,,,,,,,,,
common_voice_zh-TW_22771204,0.5s,7,,,不仅是综所税申报而已,,,,,,,,,,
common_voice_zh-TW_22771205,0.5s,7,,,新冠人，归西千万人,,,,,,,,,,
common_voice_zh-TW_22771206,0.5s,7,,,要改的事太多了，那就改天吧,,,,,,,,,,
common_voice_zh-TW_22771212,0.5s,7,,,天下无难事，只要肯放弃,,,,,,,,,,
common_voice_zh-TW_22771217,0.5s,8,,,耍废一时爽，期末火葬场,,,,,,,,,,
common_voice_zh-TW_22771218,0.5s,9,,,我爱你，就像你妈打你一样，不讲道理,,,,,,,,,,
common_voice_zh-TW_22771219,0.5s,8,,,若要人不知，除非挤墨汁,,,,,,,,,,
common_voice_zh-TW_22771286,0.5s,8,,,雄辩是银，沉默是今晚的康桥,,,,,,,,,,
common_voice_zh-TW_22771287,0.5s,7,,,因为母鲨大，所以公鲨小,,,,,,,,,,
common_voice_zh-TW_22771295,0.5s,9,,,忍一时风平浪静，退一步掉进水沟,,,,,,,,,,
common_voice_zh-TW_22771303,0.5s,7,,,一定iPad温开水,,,,,,,,,,
common_voice_zh-TW_22771421,0.5s,8,,,一滴治病，两滴救命，三滴要你命,,,,,,,,,,
common_voice_zh-TW_22773649,0.5s,9,,,芋头西米露，红烧狮子头,,,,,,,,,,
common_voice_zh-TW_22773651,0.5s,7,,,不去米兰去宜兰,,,,,,,,,,
common_voice_zh-TW_22773672,0.5s,11,,,少小离家老大回，强制隔离十四天,,,,,,,,,,
common_voice_zh-TW_22773688,0.5s,10,,,借问酒家何处有，有心栽花花生汤,,,,,,,,,,
common_voice_zh-TW_22773697,0.5s,9,,,我很丑比头，可是我很温柔,,,,,,,,,,
common_voice_zh-TW_22773709,0.5s,7,,,透过每年检讨机制,,,,,,,,,,
common_voice_zh-TW_22773710,0.5s,6,,,就是因为资安考量,,,,,,,,,,
common_voice_zh-TW_22773712,0.5s,7,,,鸠占雀巢柠檬茶,,,,,,,,,,
common_voice_zh-TW_22773724,0.5s,8,,,芋头西米露，更上一层楼,,,,,,,,,,
common_voice_zh-TW_22773725,0.5s,9,,,可能就会认为我们讲得不够白话,,,,,,,,,,
common_voice_zh-TW_22773726,0.5s,7,,,这一次政府跟外界合作,,,,,,,,,,
common_voice_zh-TW_22773728,0.5s,10,,,天若有情天亦老，谁来陪我吃烧烤,,,,,,,,,,
common_voice_zh-TW_22773731,0.5s,7,,,沟通研议修正内容,,,,,,,,,,
common_voice_zh-TW_22773735,0.5s,7,,,他们都是专业人士,,,,,,,,,,
common_voice_zh-TW_22783244,0.5s,7,,,这不是单一方面就可以解决,,,,,,,,,,
common_voice_zh-TW_22786777,0.5s,8,,,不断在改进当中,,,,,,,,,,
common_voice_zh-TW_22786781,0.5s,11,,,赠与税网路申报软体,,,,,,,,,,
common_voice_zh-TW_22786848,0.5s,9,,,营所税是营利事业,,,,,,,,,,
common_voice_zh-TW_22786849,0.5s,8,,,首报族等二十人,,,,,,,,,,
common_voice_zh-TW_22786851,0.5s,11,,,综合所得税结算申报,,,,,,,,,,
common_voice_zh-TW_22786853,0.5s,11,,,设计师只是调整字体大小,,,,,,,,,,
common_voice_zh-TW_22786863,0.5s,8,,,邀集使用者代表,,,,,,,,,,
common_voice_zh-TW_22786868,0.5s,11,,,冤冤相报何时了，往事知多少,,,,,,,,,,
common_voice_zh-TW_22787039,0.5s,10,,,鸠占鹊巢柠檬茶,,,,,,,,,,
common_voice_zh-TW_22787227,0.5s,7,,,进行参与式工作坊,,,,,,,,,,
common_voice_zh-TW_22787246,0.5s,10,,,大雪纷飞何所似，请用海伦仙度斯,,,,,,,,,,
common_voice_zh-TW_22787339,0.5s,7,,,我发现那个护士蛮厉害的,,,,,,,,,,
common_voice_zh-TW_22787491,0.5s,8,,,一见钟情，二见倾心，三件八五折,,,,,,,,,,
common_voice_zh-TW_22787557,0.5s,11,,,有新开花花伯恩、无心插柳柳英九,,,,,,,,,,
common_voice_zh-TW_22787705,0.5s,8,,,目前先将满意度的部分,,,,,,,,,,
common_voice_zh-TW_22787719,0.5s,7,,,国税局服务科,,,,,,,,,,
common_voice_zh-TW_22787753,0.5s,11,,,少小离家老大回，安能辨我是雄雌,,,,,,,,,,
common_voice_zh-TW_22787822,0.5s,11,,,垂死病中惊坐起，笑问客从何处来,,,,,,,,,,
common_voice_zh-TW_22787855,0.5s,8,,,就如下列的期程,,,,,,,,,,
common_voice_zh-TW_22787871,0.5s,10,,,为赋新辞强说愁，不然名嘴没事做,,,,,,,,,,
common_voice_zh-TW_22788653,0.5s,9,,,明知山有虎，别去明知山,,,,,,,,,,
common_voice_zh-TW_22788660,0.5s,16,,,大风起兮云飞扬，安德鲁洛伊韦伯,,,,,,,,,,
common_voice_zh-TW_22788670,0.5s,8,,,圣诞老公公，穿著内裤乱跑,,,,,,,,,,
common_voice_zh-TW_22788681,0.5s,7,,,这个案子,,,,,,,,,,
common_voice_zh-TW_22788770,0.5s,7,,,床前明月光，低头吃便当,,,,,,,,,,
common_voice_zh-TW_22788812,0.5s,7,,,慈母手中线，波多野结衣,,,,,,,,,,
common_voice_zh-TW_22788852,0.5s,8,,,一见钟情，二见倾心，三件七五折,,,,,,,,,,
common_voice_zh-TW_22789242,0.5s,9,,,邀请部落客参与两次作业,,,,,,,,,,
common_voice_zh-TW_22789279,0.5s,11,,,学钢琴的孩子不会变坏，学坏的孩子会变钢琴,,,,,,,,,,
common_voice_zh-TW_22789295,0.5s,8,,,孤帆远影碧山近,,,,,,,,,,
common_voice_zh-TW_22789299,0.5s,7,,,参考大厂设计,,,,,,,,,,
common_voice_zh-TW_22789305,0.5s,13,,,白日依山尽，红烧狮子头，芋头西米露，姜丝大肠头,,,,,,,,,,
common_voice_zh-TW_22789314,0.5s,8,,,例如营所税、遗产税、赠与税,,,,,,,,,,
common_voice_zh-TW_22927699,0.5s,8,,,其实每一年都有精进,,,,,,,,,,
common_voice_zh-TW_22927758,0.5s,8,,,这样意义好像满小的,,,,,,,,,,
common_voice_zh-TW_22927783,0.5s,14,,,养天地正气炸锅，烹饪法古今完人,,,,,,,,,,
common_voice_zh-TW_22963180,0.5s,8,,,磨刀霍霍向爹娘,,,,,,,,,,
common_voice_zh-TW_22963189,0.5s,10,,,古道西风瘦马，断肠卡纳赫拉,,,,,,,,,,
common_voice_zh-TW_22963234,0.5s,9,,,天上的星星不说话，地上的猩猩跳恰恰,,,,,,,,,,
common_voice_zh-TW_22963251,0.5s,7,,,罗密欧与十三姨,,,,,,,,,,
common_voice_zh-TW_22963274,0.5s,11,,,只准官员二奶，不准百姓嫖娼,,,,,,,,,,
common_voice_zh-TW_22963296,0.5s,7,,,会纳入工作坊的研讨议题,,,,,,,,,,
common_voice_zh-TW_22963351,0.5s,14,,,儿孙自有儿孙福，螺丝自有罗斯福,,,,,,,,,,
common_voice_zh-TW_22963353,0.5s,7,,,南无战斗陀螺,,,,,,,,,,
common_voice_zh-TW_22964661,0.5s,10,,,对于惯用的专用名词也不是很清楚,,,,,,,,,,
common_voice_zh-TW_23149411,0.5s,7,,,搜集有效、可行建议,,,,,,,,,,
common_voice_zh-TW_23149429,0.5s,8,,,丁丁做事叮叮当，麦当做事麦当当,,,,,,,,,,
common_voice_zh-TW_23149446,0.5s,8,,,一人做事一人当，小叮做事小叮当,,,,,,,,,,
common_voice_zh-TW_23149457,0.5s,7,,,刚刚被告白了，恭喜刚刚,,,,,,,,,,
common_voice_zh-TW_23152266,0.5s,10,,,小桥流水人家，老树企鹅乌鸦,,,,,,,,,,
common_voice_zh-TW_23152328,0.5s,9,,,有心插花花惹发，无心插柳柳橙汁,,,,,,,,,,
common_voice_zh-TW_23152454,0.5s,8,,,一人做事一人当，薏仁做事薏仁汤,,,,,,,,,,
common_voice_zh-TW_23152505,0.5s,9,,,一人做事一人担，贞子做事甄子丹,,,,,,,,,,
common_voice_zh-TW_23152529,0.5s,7,,,整个规划跟运作的时程,,,,,,,,,,
common_voice_zh-TW_23153332,0.5s,11,,,观棋不语真君子，起手无回转寿司,,,,,,,,,,
common_voice_zh-TW_23153334,0.5s,8,,,透过工作小组运作,,,,,,,,,,
common_voice_zh-TW_23153845,0.5s,9,,,九层塔滑汤洒汤烫塔,,,,,,,,,,
common_voice_zh-TW_24477479,0.5s,8,,,西厂指的是西德模式,,,,,,,,,,
common_voice_zh-TW_24477499,0.5s,7,,,到底那篇文章作者是谁？,,,,,,,,,,
common_voice_zh-TW_24477678,0.5s,7,,,冲突升高,,,,,,,,,,
common_voice_zh-TW_24477683,0.5s,8,,,汀州路三段,,,,,,,,,,
common_voice_zh-TW_24477696,0.5s,8,,,广传诡异资讯,,,,,,,,,,
common_voice_zh-TW_24477759,0.5s,9,,,在台湾早被骂到臭头,,,,,,,,,,
common_voice_zh-TW_24477793,0.5s,7,,,肉！很多肉！,,,,,,,,,,
common_voice_zh-TW_24477808,0.5s,8,,,都很喜欢拿这当案例,,,,,,,,,,
common_voice_zh-TW_24477821,0.5s,8,,,就都转成中文了,,,,,,,,,,
common_voice_zh-TW_24477888,0.5s,8,,,清廉的官员不会收贿,,,,,,,,,,
common_voice_zh-TW_24477926,0.5s,7,,,撞见不恰当的设计,,,,,,,,,,
common_voice_zh-TW_24477952,0.5s,8,,,南厂指的是南非模式,,,,,,,,,,
common_voice_zh-TW_24477969,0.5s,7,,,人与人之间的信任,,,,,,,,,,
common_voice_zh-TW_24477976,0.5s,7,,,最近减少去香港吧！,,,,,,,,,,
common_voice_zh-TW_24477980,0.5s,9,,,我决定每天都要来泡温泉,,,,,,,,,,
common_voice_zh-TW_24477983,0.5s,7,,,已拉下很久了,,,,,,,,,,
common_voice_zh-TW_24478013,0.5s,7,,,高层在西方,,,,,,,,,,
common_voice_zh-TW_24478014,0.5s,7,,,刚刚在推特上,,,,,,,,,,
common_voice_zh-TW_24478020,0.5s,7,,,大家爱转传,,,,,,,,,,
common_voice_zh-TW_24478115,0.5s,8,,,看到这篇才想到这个问题,,,,,,,,,,
common_voice_zh-TW_24478184,0.5s,8,,,好像也没法靠邮轮就是,,,,,,,,,,
common_voice_zh-TW_24478244,0.5s,8,,,新加坡是不是就没有春天了,,,,,,,,,,
common_voice_zh-TW_24478250,0.5s,7,,,你想跟中共签协议吗？,,,,,,,,,,
common_voice_zh-TW_24478270,0.5s,8,,,有超过五千人的企业用吗？,,,,,,,,,,
common_voice_zh-TW_24478273,0.5s,7,,,假议题应该有新闻热度,,,,,,,,,,
common_voice_zh-TW_24478288,0.5s,7,,,最无法接受的是真人版,,,,,,,,,,
common_voice_zh-TW_24478296,0.5s,10,,,撕面包沾无花果酱来吃,,,,,,,,,,
common_voice_zh-TW_24478304,0.5s,8,,,拦下一艘载满牲畜的船,,,,,,,,,,
common_voice_zh-TW_24478394,0.5s,7,,,办个大吃大喝的大食祭,,,,,,,,,,
common_voice_zh-TW_24479842,0.5s,7,,,笔写语气叫笔吻,,,,,,,,,,
common_voice_zh-TW_24479853,0.5s,7,,,很容易碎成小小块的,,,,,,,,,,
common_voice_zh-TW_24495044,0.5s,8,,,他们一起落入了情绪的旋涡,,,,,,,,,,
common_voice_zh-TW_24495047,0.5s,9,,,标示成马铃薯才是整颗切片,,,,,,,,,,
common_voice_zh-TW_24495060,0.5s,8,,,台风低层在吕宋岛东方,,,,,,,,,,
common_voice_zh-TW_24495068,0.5s,7,,,中华民国剩下的领土,,,,,,,,,,
common_voice_zh-TW_24506381,0.5s,8,,,到底为什么会这样想呢？,,,,,,,,,,
common_voice_zh-TW_24506432,0.5s,7,,,凶屁凶,,,,,,,,,,
common_voice_zh-TW_24524950,0.5s,7,,,这个好像可以来做,,,,,,,,,,
common_voice_zh-TW_24524972,0.5s,10,,,聊斋志异里鬼狐仙侠的故事,,,,,,,,,,
common_voice_zh-TW_24525003,0.5s,7,,,所以会变得很难喝,,,,,,,,,,
